timestamp,temperature_c,pressure_bar,flow_rate_m3h,vibration_mms,is_anomaly,anomaly_type,temp_pressure_ratio,hour,day_of_week
2024-01-04 23:15:00,199.3,36.73,303.62,1.63,0,normal,5.426,23,3
2024-01-04 23:20:00,194.82,35.93,334.62,0.97,0,normal,5.422,23,3
2024-01-04 23:25:00,197.65,34.49,244.72,1.85,0,normal,5.731,23,3
2024-01-04 23:30:00,180.97,26.53,296.84,0.89,0,normal,6.821,23,3
2024-01-04 23:35:00,175.81,31.71,201.71,2.53,0,normal,5.544,23,3
2024-01-04 23:40:00,221.33,23.61,368.86,0.1,0,normal,9.374,23,3
2024-01-04 23:45:00,184.71,34.55,224.28,1.04,0,normal,5.346,23,3
2024-01-04 23:50:00,182.54,29.63,63.92,3.56,1,flow_blockage,6.161,23,3
2024-01-04 23:55:00,165.11,27.95,359.15,0.58,0,normal,5.907,23,3
2024-01-05 00:00:00,190.42,23.88,288.27,0.11,0,normal,7.974,0,4
2024-01-05 00:05:00,180.15,17.61,240.13,1.37,0,normal,10.23,0,4
2024-01-05 00:10:00,224.63,24.81,335.65,7.5,0,normal,9.054,0,4
2024-01-05 00:15:00,215.15,35.56,334.53,0.13,0,normal,6.05,0,4
2024-01-05 00:20:00,189.68,27.99,268.34,0.15,0,normal,6.777,0,4
2024-01-05 00:25:00,233.79,29.15,273.75,1.81,0,normal,8.02,0,4
2024-01-05 00:30:00,214.73,33.28,278.23,0.58,0,normal,6.452,0,4
2024-01-05 00:35:00,195.13,39.03,289.65,1.06,0,normal,4.999,0,4
2024-01-05 00:40:00,162.51,36.63,205.35,3.55,0,normal,4.437,0,4
2024-01-05 00:45:00,234.36,25.14,290.93,0.44,0,normal,9.322,0,4
2024-01-05 00:50:00,179.16,20.29,389.2,2.54,0,normal,8.83,0,4
2024-01-05 00:55:00,175.32,41.8,255.2,1.4,0,normal,4.194,0,4
2024-01-05 01:00:00,217.93,41.34,278.59,4.71,0,normal,5.272,1,4
2024-01-05 01:05:00,239.18,30.94,248.58,7.22,0,normal,7.73,1,4
2024-01-05 01:10:00,223.35,23.65,338.37,1.33,0,normal,9.444,1,4
2024-01-05 01:15:00,211.05,34.82,367.92,1.76,0,normal,6.061,1,4
2024-01-05 01:20:00,211.51,29.46,366.78,2.74,0,normal,7.18,1,4
2024-01-05 01:25:00,215.39,29.44,245.36,0.77,0,normal,7.316,1,4
2024-01-05 01:30:00,213.97,34.47,332.75,0.51,0,normal,6.207,1,4
2024-01-05 01:35:00,206.81,31.67,379.45,6.69,0,normal,6.53,1,4
2024-01-05 01:40:00,204.15,24.07,333.25,1.13,0,normal,8.482,1,4
2024-01-05 01:45:00,201.65,28.38,331.69,0.1,0,normal,7.105,1,4
2024-01-05 01:50:00,191.28,33.31,284.18,3.64,0,normal,5.742,1,4
2024-01-05 01:55:00,198.38,32.55,318.77,1.83,0,normal,6.095,1,4
2024-01-05 02:00:00,179.61,31.31,376.82,0.37,0,normal,5.737,2,4
2024-01-05 02:05:00,203.52,34.67,331.41,0.1,0,normal,5.87,2,4
2024-01-05 02:10:00,190.17,28.19,252.59,0.69,0,normal,6.746,2,4
2024-01-05 02:15:00,188.45,30.89,292.2,5.26,0,normal,6.101,2,4
2024-01-05 02:20:00,207.7,13.12,375.46,5.42,0,normal,15.831,2,4
2024-01-05 02:25:00,225.88,27.75,331.24,0.75,0,normal,8.14,2,4
2024-01-05 02:30:00,218.77,33.82,320.95,3.61,0,normal,6.469,2,4
2024-01-05 02:35:00,181.44,28.05,287.3,1.17,0,normal,6.468,2,4
2024-01-05 02:40:00,190.16,27.67,374.43,2.12,0,normal,6.872,2,4
2024-01-05 02:45:00,219.11,24.79,398.12,0.81,0,normal,8.839,2,4
2024-01-05 02:50:00,190.26,35.02,378.16,1.45,0,normal,5.433,2,4
2024-01-05 02:55:00,201.63,32.74,387.13,0.7,0,normal,6.159,2,4
2024-01-05 03:00:00,215.32,34.13,303.28,0.13,0,normal,6.309,3,4
2024-01-05 03:05:00,192.55,21.37,296.2,0.3,0,normal,9.01,3,4
2024-01-05 03:10:00,208.65,29.2,313.4,0.69,0,normal,7.146,3,4
2024-01-05 03:15:00,187.06,28.6,323.14,7.48,0,normal,6.541,3,4
2024-01-05 03:20:00,198.05,28.6,392.76,6.74,0,normal,6.925,3,4
2024-01-05 03:25:00,211.87,26.92,379.51,3.52,0,normal,7.87,3,4
2024-01-05 03:30:00,183.18,28.27,348.14,0.53,0,normal,6.48,3,4
2024-01-05 03:35:00,213.68,34.25,249.65,1.17,0,normal,6.239,3,4
2024-01-05 03:40:00,206.78,20.44,236.81,1.16,0,normal,10.116,3,4
2024-01-05 03:45:00,215.36,38.89,333.24,0.98,0,normal,5.538,3,4
2024-01-05 03:50:00,210.43,32.42,365.23,0.1,0,normal,6.491,3,4
2024-01-05 03:55:00,227.53,29.79,317.23,1.53,0,normal,7.638,3,4
2024-01-05 04:00:00,210.54,34.53,421.73,0.15,0,normal,6.097,4,4
2024-01-05 04:05:00,202.22,22.74,271.86,3.24,0,normal,8.893,4,4
2024-01-05 04:10:00,210.49,26.68,265.56,2.35,0,normal,7.889,4,4
2024-01-05 04:15:00,216.81,29.39,292.77,0.87,0,normal,7.377,4,4
2024-01-05 04:20:00,209.39,36.83,290.87,2.08,0,normal,5.685,4,4
2024-01-05 04:25:00,209.27,29.77,352.3,0.53,0,normal,7.03,4,4
2024-01-05 04:30:00,198.13,32.25,304.9,0.62,0,normal,6.144,4,4
2024-01-05 04:35:00,198.72,27.05,248.59,0.75,0,normal,7.346,4,4
2024-01-05 04:40:00,187.62,32.43,370.56,3.19,0,normal,5.785,4,4
2024-01-05 04:45:00,234.9,38.39,237.98,0.47,0,normal,6.119,4,4
2024-01-05 04:50:00,190.0,34.98,272.42,1.65,0,normal,5.432,4,4
2024-01-05 04:55:00,198.27,29.59,244.85,0.45,0,normal,6.701,4,4
2024-01-05 05:00:00,198.88,33.38,339.33,0.67,0,normal,5.958,5,4
2024-01-05 05:05:00,223.08,32.89,338.28,0.54,0,normal,6.783,5,4
2024-01-05 05:10:00,205.24,32.53,424.8,2.07,0,normal,6.309,5,4
2024-01-05 05:15:00,228.38,35.56,374.67,1.5,0,normal,6.422,5,4
2024-01-05 05:20:00,199.56,35.52,401.06,2.56,0,normal,5.618,5,4
2024-01-05 05:25:00,213.84,29.36,343.41,0.5,0,normal,7.283,5,4
2024-01-05 05:30:00,197.13,33.21,280.13,0.1,0,normal,5.936,5,4
2024-01-05 05:35:00,241.84,28.08,335.38,2.28,0,normal,8.613,5,4
2024-01-05 05:40:00,191.85,25.38,358.6,0.24,0,normal,7.559,5,4
2024-01-05 05:45:00,214.31,28.65,364.17,0.57,0,normal,7.48,5,4
2024-01-05 05:50:00,219.17,29.62,305.36,0.73,0,normal,7.399,5,4
2024-01-05 05:55:00,215.87,21.69,353.42,2.75,0,normal,9.953,5,4
2024-01-05 06:00:00,207.22,34.3,283.35,1.97,0,normal,6.041,6,4
2024-01-05 06:05:00,208.05,16.16,277.84,0.41,0,normal,12.874,6,4
2024-01-05 06:10:00,210.66,43.57,274.21,1.82,0,normal,4.835,6,4
2024-01-05 06:15:00,207.79,37.51,331.23,2.46,0,normal,5.54,6,4
2024-01-05 06:20:00,224.46,28.69,271.11,0.98,0,normal,7.824,6,4
2024-01-05 06:25:00,243.16,30.05,308.76,0.56,0,normal,8.092,6,4
2024-01-05 06:30:00,201.64,31.51,375.15,2.27,0,normal,6.399,6,4
2024-01-05 06:35:00,189.45,27.05,278.54,1.89,0,normal,7.004,6,4
2024-01-05 06:40:00,208.68,30.96,304.78,0.16,0,normal,6.74,6,4
2024-01-05 06:45:00,248.7,29.28,333.58,2.2,0,normal,8.494,6,4
2024-01-05 06:50:00,197.94,29.53,342.34,1.34,0,normal,6.703,6,4
2024-01-05 06:55:00,234.59,30.91,305.04,2.8,0,normal,7.589,6,4
2024-01-05 07:00:00,234.82,23.43,368.32,0.42,0,normal,10.022,7,4
2024-01-05 07:05:00,201.36,30.2,358.5,0.6,0,normal,6.668,7,4
2024-01-05 07:10:00,218.19,30.82,385.97,1.57,0,normal,7.079,7,4
2024-01-05 07:15:00,234.09,30.64,324.9,1.31,0,normal,7.64,7,4
2024-01-05 07:20:00,203.97,28.92,303.34,0.98,0,normal,7.053,7,4
2024-01-05 07:25:00,206.61,35.69,294.85,2.74,0,normal,5.789,7,4
2024-01-05 07:30:00,200.93,28.23,344.33,1.66,0,normal,7.118,7,4
2024-01-05 07:35:00,194.44,31.14,310.12,2.48,0,normal,6.244,7,4
2024-01-05 07:40:00,199.92,36.49,300.52,0.33,0,normal,5.479,7,4
2024-01-05 07:45:00,191.3,29.6,306.56,2.61,0,normal,6.463,7,4
2024-01-05 07:50:00,210.17,31.07,294.79,1.24,0,normal,6.764,7,4
2024-01-05 07:55:00,198.11,29.52,338.93,0.1,0,normal,6.711,7,4
2024-01-05 08:00:00,212.17,36.19,255.35,0.53,0,normal,5.863,8,4
2024-01-05 08:05:00,185.32,28.71,341.13,0.1,0,normal,6.455,8,4
2024-01-05 08:10:00,213.62,36.42,359.81,1.22,0,normal,5.865,8,4
2024-01-05 08:15:00,221.16,29.48,296.94,0.79,0,normal,7.502,8,4
2024-01-05 08:20:00,178.75,25.7,422.08,8.76,0,normal,6.955,8,4
2024-01-05 08:25:00,214.27,33.4,326.86,4.06,0,normal,6.415,8,4
2024-01-05 08:30:00,227.08,28.48,247.91,3.49,0,normal,7.973,8,4
2024-01-05 08:35:00,190.52,33.1,311.92,1.39,0,normal,5.756,8,4
2024-01-05 08:40:00,233.75,16.35,329.11,3.29,0,normal,14.297,8,4
2024-01-05 08:45:00,214.95,30.03,348.43,0.62,0,normal,7.158,8,4
2024-01-05 08:50:00,198.09,27.7,313.11,1.64,0,normal,7.151,8,4
2024-01-05 08:55:00,207.82,24.68,275.4,1.0,0,normal,8.421,8,4
2024-01-05 09:00:00,215.45,27.23,266.46,0.38,0,normal,7.912,9,4
2024-01-05 09:05:00,208.21,27.13,288.53,0.15,0,normal,7.675,9,4
2024-01-05 09:10:00,215.15,29.76,293.32,1.63,0,normal,7.23,9,4
2024-01-05 09:15:00,193.26,23.16,264.46,0.21,0,normal,8.345,9,4
2024-01-05 09:20:00,209.61,31.58,284.57,2.53,0,normal,6.637,9,4
2024-01-05 09:25:00,185.87,36.83,354.19,5.09,0,normal,5.047,9,4
2024-01-05 09:30:00,205.4,31.4,403.63,0.35,0,normal,6.541,9,4
2024-01-05 09:35:00,193.51,34.04,358.99,1.27,0,normal,5.685,9,4
2024-01-05 09:40:00,196.04,35.47,386.51,2.68,0,normal,5.527,9,4
2024-01-05 09:45:00,225.61,36.18,369.92,0.68,0,normal,6.236,9,4
2024-01-05 09:50:00,223.44,39.35,362.87,5.07,0,normal,5.678,9,4
2024-01-05 09:55:00,216.21,27.5,304.32,20.16,1,vibration_surge,7.862,9,4
2024-01-05 10:00:00,188.62,26.41,322.05,0.22,0,normal,7.142,10,4
2024-01-05 10:05:00,200.25,33.92,293.97,0.1,0,normal,5.904,10,4
2024-01-05 10:10:00,223.2,33.54,304.04,7.5,0,normal,6.655,10,4
2024-01-05 10:15:00,207.13,33.88,318.41,6.27,0,normal,6.114,10,4
2024-01-05 10:20:00,239.79,39.45,350.68,1.1,0,normal,6.078,10,4
2024-01-05 10:25:00,210.9,30.06,336.17,0.1,0,normal,7.016,10,4
2024-01-05 10:30:00,207.88,32.13,109.49,1.93,1,flow_blockage,6.47,10,4
2024-01-05 10:35:00,200.36,25.1,317.78,0.69,0,normal,7.982,10,4
2024-01-05 10:40:00,207.0,40.68,336.67,5.52,0,normal,5.088,10,4
2024-01-05 10:45:00,202.71,28.32,348.37,3.17,0,normal,7.158,10,4
2024-01-05 10:50:00,215.62,28.46,239.05,2.1,0,normal,7.576,10,4
2024-01-05 10:55:00,219.35,28.27,261.13,0.67,0,normal,7.759,10,4
2024-01-05 11:00:00,190.8,26.78,363.13,2.42,0,normal,7.125,11,4
2024-01-05 11:05:00,182.62,26.35,304.72,0.68,0,normal,6.931,11,4
2024-01-05 11:10:00,175.05,27.38,286.56,0.1,0,normal,6.393,11,4
2024-01-05 11:15:00,210.21,1.88,294.59,1.42,1,pressure_drop,111.814,11,4
2024-01-05 11:20:00,186.04,26.07,294.58,1.34,0,normal,7.136,11,4
2024-01-05 11:25:00,170.29,39.74,335.66,2.88,0,normal,4.285,11,4
2024-01-05 11:30:00,208.42,33.68,252.36,4.01,0,normal,6.188,11,4
2024-01-05 11:35:00,239.98,34.63,309.0,0.88,0,normal,6.93,11,4
2024-01-05 11:40:00,202.5,35.89,320.07,1.19,0,normal,5.642,11,4
2024-01-05 11:45:00,215.17,39.17,327.58,1.27,0,normal,5.493,11,4
2024-01-05 11:50:00,203.82,21.14,318.91,0.78,0,normal,9.641,11,4
2024-01-05 11:55:00,201.1,23.85,333.56,2.72,0,normal,8.432,11,4
2024-01-05 12:00:00,213.79,25.98,271.37,1.48,0,normal,8.229,12,4
2024-01-05 12:05:00,195.65,27.65,252.91,4.91,0,normal,7.076,12,4
2024-01-05 12:10:00,204.01,28.5,422.85,2.1,0,normal,7.158,12,4
2024-01-05 12:15:00,204.83,27.77,284.94,0.48,0,normal,7.376,12,4
2024-01-05 12:20:00,189.98,31.1,290.78,0.36,0,normal,6.109,12,4
2024-01-05 12:25:00,214.88,30.18,333.89,0.93,0,normal,7.12,12,4
2024-01-05 12:30:00,197.38,26.39,379.8,0.85,0,normal,7.479,12,4
2024-01-05 12:35:00,188.66,19.12,272.77,1.05,0,normal,9.867,12,4
2024-01-05 12:40:00,208.05,25.04,250.06,0.41,0,normal,8.309,12,4
2024-01-05 12:45:00,186.52,27.25,237.89,7.65,0,normal,6.845,12,4
2024-01-05 12:50:00,200.42,28.76,379.66,0.31,0,normal,6.969,12,4
2024-01-05 12:55:00,199.86,24.35,248.09,2.11,0,normal,8.208,12,4
2024-01-05 13:00:00,213.7,27.55,108.01,0.1,1,flow_blockage,7.757,13,4
2024-01-05 13:05:00,204.53,24.35,243.37,13.63,1,vibration_surge,8.4,13,4
2024-01-05 13:10:00,197.04,29.37,219.82,0.74,0,normal,6.709,13,4
2024-01-05 13:15:00,209.68,24.63,277.62,0.96,0,normal,8.513,13,4
2024-01-05 13:20:00,218.26,25.76,245.35,1.38,0,normal,8.473,13,4
2024-01-05 13:25:00,205.78,23.46,257.65,1.83,0,normal,8.772,13,4
2024-01-05 13:30:00,197.57,29.23,392.54,1.75,0,normal,6.759,13,4
2024-01-05 13:35:00,177.73,25.67,313.48,1.99,0,normal,6.924,13,4
2024-01-05 13:40:00,181.44,34.53,338.81,3.72,0,normal,5.255,13,4
2024-01-05 13:45:00,192.83,32.03,333.47,4.36,0,normal,6.02,13,4
2024-01-05 13:50:00,188.27,29.65,287.19,2.67,0,normal,6.35,13,4
2024-01-05 13:55:00,194.61,26.01,270.25,0.16,0,normal,7.482,13,4
2024-01-05 14:00:00,195.85,31.9,297.45,6.5,0,normal,6.139,14,4
2024-01-05 14:05:00,202.95,33.45,293.42,5.89,0,normal,6.067,14,4
2024-01-05 14:10:00,193.94,30.71,256.56,2.49,0,normal,6.315,14,4
2024-01-05 14:15:00,202.3,38.02,291.49,12.9,1,vibration_surge,5.321,14,4
2024-01-05 14:20:00,195.97,32.3,249.68,0.58,0,normal,6.067,14,4
2024-01-05 14:25:00,165.37,34.57,276.43,2.82,0,normal,4.784,14,4
2024-01-05 14:30:00,180.91,30.67,268.24,4.21,0,normal,5.899,14,4
2024-01-05 14:35:00,192.84,12.07,221.56,2.19,1,pressure_drop,15.977,14,4
2024-01-05 14:40:00,176.85,26.02,167.44,1.98,0,normal,6.797,14,4
2024-01-05 14:45:00,204.0,27.71,238.05,0.43,0,normal,7.362,14,4
2024-01-05 14:50:00,217.96,31.75,375.21,0.89,0,normal,6.865,14,4
2024-01-05 14:55:00,213.28,31.71,269.52,2.57,0,normal,6.726,14,4
2024-01-05 15:00:00,189.73,32.54,317.59,0.1,0,normal,5.831,15,4
2024-01-05 15:05:00,215.29,35.5,172.56,2.05,0,normal,6.065,15,4
2024-01-05 15:10:00,195.16,22.88,228.37,2.91,0,normal,8.53,15,4
2024-01-05 15:15:00,187.87,25.13,211.06,0.82,0,normal,7.476,15,4
2024-01-05 15:20:00,183.73,31.15,268.67,0.16,0,normal,5.898,15,4
2024-01-05 15:25:00,188.39,26.38,399.88,3.42,0,normal,7.141,15,4
2024-01-05 15:30:00,187.11,46.89,301.8,0.31,0,normal,3.99,15,4
2024-01-05 15:35:00,195.49,32.58,363.57,0.93,0,normal,6.0,15,4
2024-01-05 15:40:00,195.34,29.61,266.06,2.46,0,normal,6.597,15,4
2024-01-05 15:45:00,192.97,27.42,347.03,3.4,0,normal,7.038,15,4
2024-01-05 15:50:00,199.48,27.6,382.45,3.97,0,normal,7.228,15,4
2024-01-05 15:55:00,210.79,30.15,273.32,1.51,0,normal,6.991,15,4
2024-01-05 16:00:00,205.58,30.56,247.06,1.29,0,normal,6.727,16,4
2024-01-05 16:05:00,169.07,27.72,208.13,3.77,0,normal,6.099,16,4
2024-01-05 16:10:00,153.03,28.63,258.57,1.66,0,normal,5.345,16,4
2024-01-05 16:15:00,205.35,36.72,278.11,1.73,0,normal,5.592,16,4
2024-01-05 16:20:00,170.84,36.92,375.57,1.14,0,normal,4.627,16,4
2024-01-05 16:25:00,187.97,31.26,209.27,0.93,0,normal,6.013,16,4
2024-01-05 16:30:00,173.79,23.29,277.0,1.31,0,normal,7.462,16,4
2024-01-05 16:35:00,164.31,32.69,183.3,0.91,0,normal,5.026,16,4
2024-01-05 16:40:00,199.46,37.77,252.68,0.84,0,normal,5.281,16,4
2024-01-05 16:45:00,202.73,36.85,289.59,10.12,0,normal,5.501,16,4
2024-01-05 16:50:00,182.69,33.67,299.65,0.82,0,normal,5.426,16,4
2024-01-05 16:55:00,152.47,37.11,303.47,0.59,0,normal,4.109,16,4
2024-01-05 17:00:00,182.15,30.27,290.89,0.87,0,normal,6.018,17,4
2024-01-05 17:05:00,196.22,33.14,147.08,1.79,1,flow_blockage,5.921,17,4
2024-01-05 17:10:00,168.16,26.6,273.31,4.84,0,normal,6.322,17,4
2024-01-05 17:15:00,193.09,31.46,218.63,3.1,0,normal,6.138,17,4
2024-01-05 17:20:00,190.11,36.65,178.44,3.69,0,normal,5.187,17,4
2024-01-05 17:25:00,199.03,27.05,243.69,3.92,0,normal,7.358,17,4
2024-01-05 17:30:00,192.13,25.69,264.29,5.06,0,normal,7.479,17,4
2024-01-05 17:35:00,175.74,30.49,333.72,0.54,0,normal,5.764,17,4
2024-01-05 17:40:00,208.29,28.87,265.99,1.23,0,normal,7.215,17,4
2024-01-05 17:45:00,187.96,33.25,261.19,0.97,0,normal,5.653,17,4
2024-01-05 17:50:00,189.93,27.73,290.3,17.3,1,vibration_surge,6.849,17,4
2024-01-05 17:55:00,176.34,38.59,257.52,2.11,0,normal,4.57,17,4
2024-01-05 18:00:00,183.35,23.55,310.53,1.03,0,normal,7.786,18,4
2024-01-05 18:05:00,176.73,36.27,368.97,1.92,0,normal,4.873,18,4
2024-01-05 18:10:00,187.41,26.18,379.54,0.96,0,normal,7.159,18,4
2024-01-05 18:15:00,215.68,21.02,274.85,0.75,0,normal,10.261,18,4
2024-01-05 18:20:00,169.42,31.19,286.84,0.87,0,normal,5.432,18,4
2024-01-05 18:25:00,165.8,28.73,348.94,3.26,0,normal,5.771,18,4
2024-01-05 18:30:00,212.07,24.45,262.5,1.84,0,normal,8.674,18,4
2024-01-05 18:35:00,186.86,21.59,303.96,7.3,0,normal,8.655,18,4
2024-01-05 18:40:00,179.96,29.96,213.24,3.58,0,normal,6.007,18,4
2024-01-05 18:45:00,205.6,34.88,254.46,1.33,0,normal,5.894,18,4
2024-01-05 18:50:00,180.92,32.92,327.81,0.56,0,normal,5.496,18,4
2024-01-05 18:55:00,217.39,30.28,234.09,2.24,0,normal,7.179,18,4
2024-01-05 19:00:00,200.51,32.39,264.62,2.59,0,normal,6.19,19,4
2024-01-05 19:05:00,183.02,29.86,192.31,1.25,0,normal,6.129,19,4
2024-01-05 19:10:00,222.7,22.85,371.31,0.52,0,normal,9.746,19,4
2024-01-05 19:15:00,181.26,22.9,334.17,1.63,0,normal,7.915,19,4
2024-01-05 19:20:00,201.47,28.98,280.43,0.59,0,normal,6.952,19,4
2024-01-05 19:25:00,194.83,29.2,296.4,5.63,0,normal,6.672,19,4
2024-01-05 19:30:00,209.87,34.25,290.82,1.98,0,normal,6.128,19,4
2024-01-05 19:35:00,213.76,33.79,340.24,0.69,0,normal,6.326,19,4
2024-01-05 19:40:00,190.82,33.03,245.08,0.49,0,normal,5.777,19,4
2024-01-05 19:45:00,179.04,28.6,307.64,2.52,0,normal,6.26,19,4
2024-01-05 19:50:00,197.24,23.1,324.89,2.46,0,normal,8.539,19,4
2024-01-05 19:55:00,180.18,32.06,331.79,1.82,0,normal,5.62,19,4
2024-01-05 20:00:00,221.54,32.63,161.05,1.91,0,normal,6.789,20,4
2024-01-05 20:05:00,193.39,18.06,244.06,1.85,0,normal,10.708,20,4
2024-01-05 20:10:00,185.86,25.83,223.06,0.89,0,normal,7.196,20,4
2024-01-05 20:15:00,194.11,26.54,281.5,5.54,0,normal,7.314,20,4
2024-01-05 20:20:00,171.13,30.59,173.22,1.31,0,normal,5.594,20,4
2024-01-05 20:25:00,176.77,25.98,171.74,0.1,0,normal,6.804,20,4
2024-01-05 20:30:00,209.35,29.81,382.52,0.86,0,normal,7.023,20,4
2024-01-05 20:35:00,181.49,28.95,304.9,0.28,0,normal,6.269,20,4
2024-01-05 20:40:00,175.64,29.2,280.07,0.9,0,normal,6.015,20,4
2024-01-05 20:45:00,199.39,26.42,292.2,1.87,0,normal,7.547,20,4
2024-01-05 20:50:00,209.13,26.81,281.34,0.1,0,normal,7.8,20,4
2024-01-05 20:55:00,202.12,24.6,323.89,4.08,0,normal,8.216,20,4
2024-01-05 21:00:00,207.87,31.9,247.16,1.88,0,normal,6.516,21,4
2024-01-05 21:05:00,181.58,32.86,288.12,0.7,0,normal,5.526,21,4
2024-01-05 21:10:00,171.6,26.15,290.16,0.75,0,normal,6.562,21,4
2024-01-05 21:15:00,215.45,37.6,226.44,1.25,0,normal,5.73,21,4
2024-01-05 21:20:00,188.09,28.43,342.64,0.57,0,normal,6.616,21,4
2024-01-05 21:25:00,189.17,37.65,256.5,0.1,0,normal,5.024,21,4
2024-01-05 21:30:00,212.85,26.79,329.66,0.1,0,normal,7.945,21,4
2024-01-05 21:35:00,201.27,19.87,284.53,0.89,0,normal,10.129,21,4
2024-01-05 21:40:00,199.77,32.01,360.47,0.27,0,normal,6.241,21,4
2024-01-05 21:45:00,225.4,31.24,226.72,0.1,0,normal,7.215,21,4
2024-01-05 21:50:00,183.28,30.17,224.55,3.92,0,normal,6.075,21,4
2024-01-05 21:55:00,206.85,26.79,233.5,0.64,0,normal,7.721,21,4
2024-01-05 22:00:00,195.86,29.83,291.66,1.4,0,normal,6.566,22,4
2024-01-05 22:05:00,199.03,9.86,362.07,0.4,1,pressure_drop,20.186,22,4
2024-01-05 22:10:00,217.93,28.49,364.65,0.1,0,normal,7.649,22,4
2024-01-05 22:15:00,202.62,34.21,169.5,2.73,0,normal,5.923,22,4
2024-01-05 22:20:00,203.07,30.92,297.49,0.27,0,normal,6.568,22,4
2024-01-05 22:25:00,211.09,33.05,124.35,0.1,0,normal,6.387,22,4
2024-01-05 22:30:00,189.53,28.84,324.75,1.77,0,normal,6.572,22,4
2024-01-05 22:35:00,182.41,28.29,340.91,0.1,0,normal,6.448,22,4
2024-01-05 22:40:00,179.33,24.23,282.99,1.15,0,normal,7.401,22,4
2024-01-05 22:45:00,165.5,28.15,289.2,0.68,0,normal,5.879,22,4
2024-01-05 22:50:00,225.84,13.39,288.68,10.86,1,vibration_surge,16.866,22,4
2024-01-05 22:55:00,178.45,27.05,245.78,0.1,0,normal,6.597,22,4
2024-01-05 23:00:00,194.09,29.59,313.82,6.67,0,normal,6.559,23,4
2024-01-05 23:05:00,193.26,32.82,280.67,1.46,0,normal,5.888,23,4
2024-01-05 23:10:00,202.02,28.66,338.75,1.7,0,normal,7.049,23,4
2024-01-05 23:15:00,209.65,31.74,286.55,2.19,0,normal,6.605,23,4
2024-01-05 23:20:00,210.32,19.1,249.18,3.19,0,normal,11.012,23,4
2024-01-05 23:25:00,188.67,29.72,215.44,1.87,0,normal,6.348,23,4
2024-01-05 23:30:00,194.9,21.6,199.03,2.87,0,normal,9.023,23,4
2024-01-05 23:35:00,201.65,23.96,357.86,1.19,0,normal,8.416,23,4
2024-01-05 23:40:00,193.68,29.06,269.35,0.93,0,normal,6.665,23,4
2024-01-05 23:45:00,221.52,36.38,309.16,3.46,0,normal,6.089,23,4
2024-01-05 23:50:00,204.78,31.86,381.4,4.01,0,normal,6.427,23,4
2024-01-05 23:55:00,208.43,30.09,264.1,0.3,0,normal,6.927,23,4
2024-01-06 00:00:00,209.94,29.9,268.63,1.56,0,normal,7.021,0,5
2024-01-06 00:05:00,217.6,26.43,293.39,2.3,0,normal,8.233,0,5
2024-01-06 00:10:00,202.72,27.28,301.47,0.17,0,normal,7.431,0,5
2024-01-06 00:15:00,180.55,32.14,394.38,5.31,0,normal,5.618,0,5
2024-01-06 00:20:00,206.0,23.07,378.29,1.47,0,normal,8.929,0,5
2024-01-06 00:25:00,190.23,32.97,331.04,2.07,0,normal,5.77,0,5
2024-01-06 00:30:00,192.07,28.06,372.47,0.39,0,normal,6.845,0,5
2024-01-06 00:35:00,208.8,34.13,291.09,0.61,0,normal,6.118,0,5
2024-01-06 00:40:00,218.57,34.81,314.96,0.26,0,normal,6.279,0,5
2024-01-06 00:45:00,200.32,21.63,284.92,0.61,0,normal,9.261,0,5
2024-01-06 00:50:00,204.63,27.09,235.48,1.36,0,normal,7.554,0,5
2024-01-06 00:55:00,225.53,25.72,360.19,3.59,0,normal,8.769,0,5
2024-01-06 01:00:00,206.2,20.94,334.35,1.53,0,normal,9.847,1,5
2024-01-06 01:05:00,241.61,24.84,308.67,0.56,0,normal,9.727,1,5
2024-01-06 01:10:00,211.07,42.21,307.64,0.1,0,normal,5.0,1,5
2024-01-06 01:15:00,176.18,33.05,232.45,1.95,0,normal,5.331,1,5
2024-01-06 01:20:00,213.89,39.59,258.89,1.09,0,normal,5.403,1,5
2024-01-06 01:25:00,208.31,34.15,324.57,8.32,0,normal,6.1,1,5
2024-01-06 01:30:00,221.93,26.29,281.31,3.03,0,normal,8.442,1,5
2024-01-06 01:35:00,212.69,28.09,296.88,3.3,0,normal,7.572,1,5
2024-01-06 01:40:00,200.51,32.94,302.53,0.1,0,normal,6.087,1,5
2024-01-06 01:45:00,184.22,32.19,273.64,3.01,0,normal,5.723,1,5
2024-01-06 01:50:00,199.45,27.11,259.37,0.43,0,normal,7.357,1,5
2024-01-06 01:55:00,189.83,22.45,227.15,1.76,0,normal,8.456,1,5
2024-01-06 02:00:00,196.29,46.44,307.67,1.19,0,normal,4.227,2,5
2024-01-06 02:05:00,213.83,29.29,345.93,1.7,0,normal,7.3,2,5
2024-01-06 02:10:00,230.05,28.37,232.82,0.29,0,normal,8.109,2,5
2024-01-06 02:15:00,210.92,30.57,313.8,1.22,0,normal,6.9,2,5
2024-01-06 02:20:00,187.06,28.79,329.06,0.1,0,normal,6.497,2,5
2024-01-06 02:25:00,211.67,30.61,265.52,0.1,0,normal,6.915,2,5
2024-01-06 02:30:00,222.95,36.43,386.11,2.14,0,normal,6.12,2,5
2024-01-06 02:35:00,195.85,29.38,295.71,6.06,0,normal,6.666,2,5
2024-01-06 02:40:00,202.99,24.19,309.94,3.0,0,normal,8.391,2,5
